"Date","Order ID","Type","Detail","Item ID","Document","Price","AU RWT","US RWT","US BWT","Sales Tax Amount","Sales Tax Type","Amount","Site","Other Party Country","Other Party Region","Other Party City","Other Party Zipcode"
"2020-12-30 16:57:28 +1100","138800942","Purchase","Nunito - Responsive Bootstrap 4 Landing Template (6 months included support)","22481398","IVIP41517618","3.00","","","","","","-3.00","ThemeForest","","","",""
"2020-12-30 16:57:28 +1100","138800942","Purchase","Nunito - Responsive Bootstrap 4 Landing Template (Regular License)","22481398","IVIP41517618","5.00","","","","","","-5.00","ThemeForest","","","",""
"2020-12-30 16:57:28 +1100","138800942","Purchase","Buyer Fee for Nunito - Responsive Bootstrap 4 Landing Template","22481398","IVBF41233723","4.00","","","","","","-4.00","","","","",""
"2020-12-30 16:57:28 +1100","138800942","Purchase","Handling fee for order 138800942","","IVHF24952000","2.00","","","","","","-2.00","","","","",""
"2020-12-30 16:57:28 +1100","","Envato Credit","Envato Credit via Credit Card","","RCD30062096","","","","","","","14.00","","","","",""
